店铺名称,店铺地址,种类,平均消费价格,店铺评分,评价人数,地区
愉火锅,海淀区颐和园路北京大学家园食堂4层,重庆火锅,0.0,3.5,0,中关村
许氏王婆大虾（万寿路店）,海淀区万寿路翠微南里临街房3号,虾蟹火锅,0.0,0.0,0,公主坟/万寿路
海底捞火锅（大钟寺店）,海淀区北三环西路甲18号大钟寺中坤广场E座5层,四川火锅,105.0,5.0,12,大钟寺
老北京铜锅涮肉,海淀区文慧园西路远洋风景东门对面,老北京火锅,0.0,4.2,12,西直门/动物园
小胖特色焖锅（清华大学店）,海淀区中关村北大街18号地下一层B06号,焖锅,0.0,0.0,0,五道口
1905旋转小火锅,海淀区中国农业大学学生2号公寓南楼,小火锅,0.0,0.0,0,五道口
花间沐冬阴功海鲜火锅,海淀区颐和园路208号龙湖星悦荟二楼,海鲜火锅,0.0,4.0,0,颐和园
淘汰郎小火锅（海淀二店）,海淀区学院路甲5号15幢一、二层,涮涮锅,80.0,4.0,0,五道口
百旺三人行市井火锅（五道口店）,海淀区成府路清华大学五道口金融学院南门旁,重庆火锅,80.0,0.0,0,五道口
黄记煌三汁焖锅（中发百旺商城店）,海淀区圆明园西路18号中发百旺商城5层,焖锅,79.0,4.2,2541,上地
虾吃虾涮（知春路店）,海淀区罗庄西里5号楼（亿客家宾馆）,虾蟹火锅,75.0,4.4,2498,知春路
马路边边串串香（五棵松店）,海淀区玉渊潭南路瑞丰美食新天地2楼,串串香,102.0,4.5,162,五棵松
懒熊火锅（双井物美店）,海淀区远大路贵友大厦B1卜蜂莲花内,生鲜,0.0,3.8,0,远大路
陈阿婆总后店,海淀区复兴路22号院30号楼一楼,重庆火锅,0.0,3.8,0,公主坟/万寿路
羊蝎子,海淀区魏公村民族大学北路10号,羊蝎子火锅,0.0,0.0,0,魏公村
鸭爪爪火锅,海淀区海淀中街6号,四川火锅,0.0,3.0,0,中关村
鸭儿李记涮肉,海淀区阜成路北三街,老北京火锅,0.0,0.0,0,航天桥
313羊庄（上地店）,海淀区上地信息路科实大厦底商,牛羊肉火锅,97.0,4.8,152,上地
老北京兴缘斋涮羊肉（甘家口店）,海淀区三里河路7号19幢,老北京火锅,92.0,4.4,718,海淀区
清真风味羊羯子,海淀区上地十街1院3号楼附近,羊蝎子火锅,0.0,0.0,0,上地
汕头八合里海记牛肉店,海淀区中关村壹号,潮汕牛肉火锅,0.0,4.1,0,海淀区
倍有饭焖锅,海淀区北京市海淀区农大南路88号万霖大厦负一层万霖美食城,焖锅,0.0,0.0,0,上地
羊蝎子馆（彰化路店）,海淀区曙光花园,羊蝎子火锅,0.0,0.0,0,四季青
三只羊老北京涮肉（马连洼店）,海淀区马连洼北路与竹园中街交叉口往南50米路西（竹园30号楼一层103）,老北京火锅,114.0,4.7,16,农业大学西区
馋嘴鱼火锅,海淀区学院南路明光村2号（金辉大酒店斜对面）,火锅,56.0,3.9,3,北下关
凝小杰火锅杯（食宝街店）,海淀区中关村食宝街,四川火锅,0.0,0.0,0,中关村
大同自助旋转小火锅,海淀区悦动全民健身中心（大同小厨内）,自助火锅,0.0,3.7,0,农业大学西区
焖三国·铁锅焖面（四道口店）,海淀区北三环西路甲18号中鼎大厦A座-101,焖锅,0.0,4.1,0,北下关
重庆正宗片片鱼,海淀区西北旺镇冷泉西街,鱼火锅,0.0,0.0,0,海淀区
聚贤骨头庄（马连洼店）,海淀区马连洼北路万霖科技大厦B座1层107,羊蝎子火锅,98.0,3.5,9,上地
自助小火锅（青年政治学院第七食堂）,海淀区西三环北路25号青年政治学院第七食堂,自助火锅,0.0,0.0,0,紫竹桥
重庆地瓜老火锅,海淀区文慧园56号公寓小区39-1号,重庆火锅,0.0,0.0,0,北下关
黄记煌三汁焖锅（中发百旺商城店）,海淀区圆明园西路18号中发百旺商城5层,焖锅,79.0,4.2,2541,上地
虾吃虾涮（知春路店）,海淀区罗庄西里5号楼（亿客家宾馆）,虾蟹火锅,75.0,4.4,2498,知春路
马路边边串串香（五棵松店）,海淀区玉渊潭南路瑞丰美食新天地2楼,串串香,102.0,4.5,162,五棵松
懒熊火锅（双井物美店）,海淀区远大路贵友大厦B1卜蜂莲花内,生鲜,0.0,3.8,0,远大路
陈阿婆总后店,海淀区复兴路22号院30号楼一楼,重庆火锅,0.0,3.8,0,公主坟/万寿路
羊蝎子,海淀区魏公村民族大学北路10号,羊蝎子火锅,0.0,0.0,0,魏公村
鸭爪爪火锅,海淀区海淀中街6号,四川火锅,0.0,3.0,0,中关村
鸭儿李记涮肉,海淀区阜成路北三街,老北京火锅,0.0,0.0,0,航天桥
313羊庄（上地店）,海淀区上地信息路科实大厦底商,牛羊肉火锅,97.0,4.8,152,上地
老北京兴缘斋涮羊肉（甘家口店）,海淀区三里河路7号19幢,老北京火锅,92.0,4.4,718,海淀区
清真风味羊羯子,海淀区上地十街1院3号楼附近,羊蝎子火锅,0.0,0.0,0,上地
汕头八合里海记牛肉店,海淀区中关村壹号,潮汕牛肉火锅,0.0,4.1,0,海淀区
倍有饭焖锅,海淀区北京市海淀区农大南路88号万霖大厦负一层万霖美食城,焖锅,0.0,0.0,0,上地
羊蝎子馆（彰化路店）,海淀区曙光花园,羊蝎子火锅,0.0,0.0,0,四季青
三只羊老北京涮肉（马连洼店）,海淀区马连洼北路与竹园中街交叉口往南50米路西（竹园30号楼一层103）,老北京火锅,114.0,4.7,16,农业大学西区
馋嘴鱼火锅,海淀区学院南路明光村2号（金辉大酒店斜对面）,火锅,56.0,3.9,3,北下关
凝小杰火锅杯（食宝街店）,海淀区中关村食宝街,四川火锅,0.0,0.0,0,中关村
大同自助旋转小火锅,海淀区悦动全民健身中心（大同小厨内）,自助火锅,0.0,3.7,0,农业大学西区
焖三国·铁锅焖面（四道口店）,海淀区北三环西路甲18号中鼎大厦A座-101,焖锅,0.0,4.1,0,北下关
重庆正宗片片鱼,海淀区西北旺镇冷泉西街,鱼火锅,0.0,0.0,0,海淀区
聚贤骨头庄（马连洼店）,海淀区马连洼北路万霖科技大厦B座1层107,羊蝎子火锅,98.0,3.5,9,上地
自助小火锅（青年政治学院第七食堂）,海淀区西三环北路25号青年政治学院第七食堂,自助火锅,0.0,0.0,0,紫竹桥
重庆地瓜老火锅,海淀区文慧园56号公寓小区39-1号,重庆火锅,0.0,0.0,0,北下关
麻辣1号火锅杯,海淀区双榆树青年公寓招待所一层西边,麻辣烫,0.0,0.0,0,双榆树
新新火锅,海淀区龙泉驾校,火锅,0.0,0.0,0,西北旺
老山城独一号火锅鸡万霖科技店,海淀区马连洼北路万霖科技大厦A座,火锅,0.0,0.0,0,上地
北齐牛国产安格斯黑牛肉,海淀区四季青曙光花园,四川火锅,0.0,0.0,0,四季青
宽板凳老灶火锅（北清路店）,海淀区西北旺镇永丰路与北清路交叉口用友软件园B1层,重庆火锅,0.0,0.0,0,西北旺
老北京涮肉,海淀区温泉镇温泉村温泉路,老北京火锅,0.0,0.0,0,海淀区
麻辣涮串（西二旗店）,海淀区西二旗西路 领秀新硅谷-B区,小火锅,0.0,0.0,0,上地
汤骑士猪肚鸡汤饭（海淀店）,海淀区地锦路7号院15幢-101,猪肚鸡火锅,0.0,0.0,0,海淀区
泥锅麻辣串,海淀区安宁庄后街2号3栋105室,串串香,60.0,4.7,154,清河
凝小杰火锅杯（食宝街店）,海淀区中关村食宝街,四川火锅,0.0,0.0,0,中关村
大同自助旋转小火锅,海淀区悦动全民健身中心（大同小厨内）,自助火锅,0.0,3.7,0,农业大学西区
焖三国·铁锅焖面（四道口店）,海淀区北三环西路甲18号中鼎大厦A座-101,焖锅,0.0,4.1,0,北下关
重庆正宗片片鱼,海淀区西北旺镇冷泉西街,鱼火锅,0.0,0.0,0,海淀区
聚贤骨头庄（马连洼店）,海淀区马连洼北路万霖科技大厦B座1层107,羊蝎子火锅,98.0,3.5,9,上地
自助小火锅（青年政治学院第七食堂）,海淀区西三环北路25号青年政治学院第七食堂,自助火锅,0.0,0.0,0,紫竹桥
重庆地瓜老火锅,海淀区文慧园56号公寓小区39-1号,重庆火锅,0.0,0.0,0,北下关
麻辣1号火锅杯,海淀区双榆树青年公寓招待所一层西边,麻辣烫,0.0,0.0,0,双榆树
新新火锅,海淀区龙泉驾校,火锅,0.0,0.0,0,西北旺
老山城独一号火锅鸡万霖科技店,海淀区马连洼北路万霖科技大厦A座,火锅,0.0,0.0,0,上地
北齐牛国产安格斯黑牛肉,海淀区四季青曙光花园,四川火锅,0.0,0.0,0,四季青
宽板凳老灶火锅（北清路店）,海淀区西北旺镇永丰路与北清路交叉口用友软件园B1层,重庆火锅,0.0,0.0,0,西北旺
老北京涮肉,海淀区温泉镇温泉村温泉路,老北京火锅,0.0,0.0,0,海淀区
麻辣涮串（西二旗店）,海淀区西二旗西路 领秀新硅谷-B区,小火锅,0.0,0.0,0,上地
汤骑士猪肚鸡汤饭（海淀店）,海淀区地锦路7号院15幢-101,猪肚鸡火锅,0.0,0.0,0,海淀区
泥锅麻辣串,海淀区安宁庄后街2号3栋105室,串串香,60.0,4.7,154,清河
麻辣酷串串香,海淀区圆明园西路百旺商城-01层,串串香,0.0,0.0,0,上地
宫府重庆老火锅,海淀区上庄乡上庄路上庄村北口303车站旁平房,四川火锅,0.0,0.0,0,海淀区
岩串串（凯时美食城店）,海淀区清华东路甲1号B201,串串香,58.0,4.1,40,五道口
隆门阵干锅鸭头·火锅涮肉,海淀区皂君庙路103号,干锅/香锅,94.0,4.4,4,北下关
阿龙骨头庄,海淀区新都路西三旗建材城新东环岛东第一个红绿灯,火锅,47.0,4.3,0,海淀区
劳道（理工大学店）,海淀区北京理工大学中关村校区国防科技园5号楼1层,火锅,0.0,0.0,0,魏公村
巴氏老城区·铜炉蛙锅（上地店）,海淀区农大南路1号院华联购物中心4楼,火锅,117.0,4.5,26,上地
渝三爷芋儿鸡（牡丹园店）,海淀区同观商业中心,芋儿鸡,0.0,0.0,0,牡丹园/北太平庄
新添羊蝎子火锅,海淀区旱河路305号附近,羊蝎子火锅,0.0,3.0,0,田村
老五串串香,昌平区西三旗新康园西,串串香,0.0,3.7,0,西三旗
悦羊天涮羊肉,海淀区友谊路10号友谊嘉园2期1号楼,老北京火锅,63.0,4.3,28,海淀区
渝来顺酸菜鱼（第5档口饭哲美食城店）,海淀区地锦路9号院16幢-113,鱼火锅,0.0,0.0,0,海淀区
川巴子火锅,海淀区龙岗路与永泰庄东路交汇处北行20米路西,川味火锅,82.0,4.5,180,清河
清欢海鲜自助火锅,海淀区中关村东路中关村南一条甲2号骏马国际酒店一层东侧,自助海鲜,192.0,4.6,111,中关村
蒸汽石锅鱼（健德门店）,海淀区牡丹园东街甲12号（健德门桥往西100米第一个红绿灯往北200米路东）,鱼火锅,75.0,4.5,465,牡丹园/北太平庄
玩儿串串,海淀区树村公园,串串香,0.0,0.0,0,上地
川巴子火锅,海淀区龙岗路与永泰庄东路交汇处北行20米路西,川味火锅,82.0,4.5,180,清河
清欢海鲜自助火锅,海淀区中关村东路中关村南一条甲2号骏马国际酒店一层东侧,自助海鲜,192.0,4.6,111,中关村
蒸汽石锅鱼（健德门店）,海淀区牡丹园东街甲12号（健德门桥往西100米第一个红绿灯往北200米路东）,鱼火锅,75.0,4.5,465,牡丹园/北太平庄
玩儿串串,海淀区树村公园,串串香,0.0,0.0,0,上地
沸腾庭院美蛙鱼头（知春路店）,海淀区知春路17号一层左侧（知春嘉园底商）,重庆火锅,106.0,4.7,82,知春路
4.5火锅杯,海淀区阜成路22号北平房105,火锅,0.0,0.0,0,航天桥
沙枣花旋转小火锅,海淀区北分厂家属区西,小火锅,0.0,0.0,0,海淀区
聚宝源（西直门店）,海淀区嘉苑饭店一层,老北京火锅,0.0,0.0,0,北下关
千牛刀·霸气牛肉锅（六道口店）,海淀区圣熙8号购物中心2号楼1层,牛羊肉火锅,0.0,0.0,0,五道口
呷哺呷哺（鼎好店）,海淀区海淀大街3号中关村西区鼎好电子大厦502号,小火锅,55.0,4.1,54,中关村
四海一家,海淀区曙光街道北四环西路89号院旁,火锅,0.0,0.0,0,颐和园
东来顺（五道口店）,海淀区清华科技园,老北京火锅,0.0,3.9,0,五道口
火锅店（万柳店）,海淀区北京大学万柳学区,火锅,0.0,0.0,0,万柳
草原传奇涮肉城,海淀区温泉路南50米,老北京火锅,0.0,0.0,0,海淀区
蜀山王婆大虾（四季青店）,海淀区四季青闵庄南路天香颐北里17号楼A座,虾蟹火锅,0.0,0.0,0,四季青
喔喔火锅外送（中关村）,海淀区海淀南路19号时代网络大厦金福盛悦美食城一层,涮涮锅,0.0,0.0,0,中关村
月半孃孃火锅杯小食店,海淀区羊坊店路18号,涮涮锅,0.0,0.0,0,北京西站/军博
老诚一锅,海淀区白家疃路东口,羊蝎子火锅,0.0,0.0,0,海淀区
四季小馆,海淀区和庆斋（体育大学店）,火锅,0.0,4.2,0,五道口
可心久久鸭,海淀区玉海园,火锅,0.0,0.0,0,五棵松
北华阳坊涮肉,海淀区颐和园路11号101中学向西（一亩园）,老北京火锅,50.0,4.1,15,颐和园
乐天府重庆火锅,海淀区海淀南路4号,重庆火锅,36.0,3.7,40,中关村
玩儿串串（五棵松沃尔玛店）,海淀区西翠路5号18幢-01层28号,串串香,0.0,4.2,0,五棵松
313羊庄,海淀区西四环北路,牛羊肉火锅,0.0,0.0,0,海淀区
鱼果酸菜鱼火锅（华奥美食城店）,海淀区紫竹院路31号统杰法宝超市地下一层,鱼火锅,0.0,0.0,0,紫竹桥
火辣壹号重庆火锅,海淀区台头村公交站,重庆火锅,0.0,0.0,0,海淀区
老诚一锅羊蝎子,海淀区交大东路南口31号,羊蝎子火锅,0.0,0.0,0,北下关
老北京火锅烤肉,海淀区复兴路甲36号百朗园大厦B座2层（永定路口西南角）,韩式烤肉,66.0,4.1,9715,五棵松
小月君肝火锅,海淀区学清路裕京大厦41号小郡肝串串店,串串香,0.0,4.1,0,五道口
香港草根食堂,海淀区科学院南路2号院1号楼-1层-115,港式火锅,73.0,4.1,3,中关村
鼎级香涮烤火锅,海淀区大慧寺12号院,火锅,0.0,3.9,0,魏公村
龙船码头·成都醉美火锅,海淀区科学院南路26号,四川火锅,0.0,0.0,0,双榆树
老诚一锅羊蝎子,海淀区交大东路南口31号,羊蝎子火锅,0.0,0.0,0,北下关
老北京火锅烤肉,海淀区复兴路甲36号百朗园大厦B座2层（永定路口西南角）,韩式烤肉,66.0,4.1,9715,五棵松
小月君肝火锅,海淀区学清路裕京大厦41号小郡肝串串店,串串香,0.0,4.1,0,五道口
香港草根食堂,海淀区科学院南路2号院1号楼-1层-115,港式火锅,73.0,4.1,3,中关村
鼎级香涮烤火锅,海淀区大慧寺12号院,火锅,0.0,3.9,0,魏公村
龙船码头·成都醉美火锅,海淀区科学院南路26号,四川火锅,0.0,0.0,0,双榆树
龙船码头·成都醉美火锅,海淀区双清路西王庄五号楼,四川火锅,0.0,0.0,0,五道口
潮汕牛肉火锅高兴壹锅,海淀区学清路甲18号中关村东升科技园学院一层A区,潮汕牛肉火锅,0.0,0.0,0,五道口
铜锅涮肉,海淀区香山路一棵松甲1号,老北京火锅,0.0,0.0,0,香山/植物园
锡盟草原羊肉,海淀区莲宝路10号院,牛羊肉火锅,0.0,0.0,0,北京西站/军博
穆禾家清真转转小火锅,海淀区龙翔路15号,小火锅,0.0,0.0,0,牡丹园/北太平庄
阳坊涮肉,海淀区安宁庄北里8号,老北京火锅,0.0,0.0,0,清河
涮烤食材,海淀区大牛坊社区3期（永丰路西）,重庆火锅,87.0,4.2,0,上庄
天桥爆肚王,丰台区南苑和义庄1幢平房东排108号,羊蝎子火锅,0.0,0.0,0,五棵松
包包火锅店,海淀区西土城路十号,重庆火锅,0.0,0.0,0,大钟寺
万象火锅店,海淀区温泉村西口,火锅,0.0,0.0,0,海淀区
陈阿婆·酸菜鱼丸火锅,海淀区永定路88号1层103,川味火锅,60.0,4.5,0,五棵松
老佛爷铜炉蛙锅,海淀区丽泽桥顺和财富中心底商。,炭火锅,0.0,0.0,0,五道口
成都市井火锅串串,海淀区北京林业大学,小火锅,0.0,3.8,0,五道口
大拇指涮涮锅,海淀区韩家川村青年公寓6号,涮涮锅,0.0,0.0,0,百望山森林公园/309医院
北华涮肉,海淀区农大南路海阔信商业广场,火锅,95.0,4.2,9,上地
正院珍味鲜海鲜火锅店,海淀区首体南路甲20号正院大宅门3层,海鲜火锅,0.0,0.0,0,航天桥
欢乐汇,海淀区学清路甲8号商业广场2号楼二三层,小火锅,0.0,3.8,1,五道口
北京恒泰人合火锅店,海淀区海淀区国际软件大厦,四川火锅,0.0,0.0,0,上地
串串火锅,海淀区北京邮电大学,小火锅,0.0,0.0,0,北下关
718火锅,海淀区成府路99号,重庆火锅,0.0,0.0,0,中关村
驴仙火锅店（宝盛里店）,海淀区清河永泰庄东路,四川火锅,0.0,0.0,0,清河
尚岐火锅店,海淀区西北旺屯佃村东口,火锅,0.0,0.0,0,西北旺
老三火锅店,海淀区龙域中路,水果,0.0,0.0,0,回龙观
香满诱惑火锅城,海淀区清华东路二里庄北口小月河东路学生公寓旁边（东边红星美凯龙西边农业大学东门）,烤鱼,0.0,4.0,159,五道口
鑫方老鸭汤火锅·羊蝎子,海淀区航天桥网鱼网咖,羊蝎子火锅,0.0,0.0,0,航天桥
沸炉火锅,海淀区花园东路31-1号,四川火锅,0.0,0.0,0,牡丹园/北太平庄
成都市井火锅串串,海淀区北京林业大学,小火锅,0.0,3.8,0,五道口
大拇指涮涮锅,海淀区韩家川村青年公寓6号,涮涮锅,0.0,0.0,0,百望山森林公园/309医院
北华涮肉,海淀区农大南路海阔信商业广场,火锅,95.0,4.2,9,上地
正院珍味鲜海鲜火锅店,海淀区首体南路甲20号正院大宅门3层,海鲜火锅,0.0,0.0,0,航天桥
欢乐汇,海淀区学清路甲8号商业广场2号楼二三层,小火锅,0.0,3.8,1,五道口
北京恒泰人合火锅店,海淀区海淀区国际软件大厦,四川火锅,0.0,0.0,0,上地
串串火锅,海淀区北京邮电大学,小火锅,0.0,0.0,0,北下关
718火锅,海淀区成府路99号,重庆火锅,0.0,0.0,0,中关村
